Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.09931867569684982,0.09975047206181753,0.09931867569684982,0.09931867569684982,469033600,0.0,0.0
1980-12-15,0.09456892840661033,0.09456892840661033,0.09413713216781616,0.09413713216781616,175884800,0.0,0.0
1980-12-16,0.08765945535624413,0.08765945535624413,0.08722766488790512,0.08722766488790512,105728000,0.0,0.0
1980-12-17,0.08938665688037872,0.08981845324998702,0.08938665688037872,0.08938665688037872,86441600,0.0,0.0
1980-12-18,0.09197818487882614,0.09240997543015793,0.09197818487882614,0.09197818487882614,73449600,0.0,0.0
1980-12-19,0.09759145975112915,0.0980232559301927,0.09759145975112915,0.09759145975112915,48630400,0.0,0.0
1980-12-22,0.10234125703573227,0.10277382604618074,0.10234125703573227,0.10234125703573227,37363200,0.0,0.0
1980-12-23,0.10665992647409439,0.1070917227829042,0.10665992647409439,0.10665992647409439,46950400,0.0,0.0
1980-12-24,0.11227326840162277,0.11270506480467968,0.11227326840162277,0.11227326840162277,48003200,0.0,0.0
1980-12-26,0.1226370558142662,0.12306885211294993,0.1226370558142662,0.1226370558142662,55574400,0.0,0.0
1980-12-29,0.1243642568588257,0.12479605325257599,0.1243642568588257,0.12436425685882568,93161600,0.0,0.0
1980-12-30,0.12177343036896734,0.12177343036896734,0.12134164571762085,0.12134164571762085,68880000,0.0,0.0
1980-12-31,0.11831914429690482,0.11831914429690482,0.11788734793663025,0.11788734793663025,35750400,0.0,0.0
1981-01-02,0.11918268352746964,0.12004627594398488,0.11918268352746964,0.11918268352746964,21660800,0.0,0.0
1981-01-05,0.11702371507068705,0.11702371507068705,0.1165919303894043,0.1165919303894043,35728000,0.0,0.0
1981-01-06,0.11184146051276539,0.11184146051276539,0.11140966415405275,0.11140966415405273,45158400,0.0,0.0
1981-01-07,0.1070917227829042,0.1070917227829042,0.10665992647409439,0.10665992647409439,55686400,0.0,0.0
1981-01-08,0.10493278645339478,0.10493278645339478,0.10450100153684616,0.10450100153684616,39827200,0.0,0.0
1981-01-09,0.11011425405740738,0.11054605028847478,0.11011425405740738,0.11011425405740738,21504000,0.0,0.0
1981-01-12,0.11011423055680344,0.11011423055680344,0.10925064980983734,0.10925064980983734,23699200,0.0,0.0
1981-01-13,0.10579635743892969,0.10579635743892969,0.10536456108093262,0.10536456108093262,23049600,0.0,0.0
1981-01-14,0.10579629987478256,0.10622809599783782,0.10579629987478256,0.10579629987478256,14291200,0.0,0.0
1981-01-15,0.10795529186725616,0.10881887276575787,0.10795529186725616,0.10795529186725616,14067200,0.0,0.0
1981-01-16,0.10752353615106762,0.10752353615106762,0.1070917397737503,0.1070917397737503,13395200,0.0,0.0
1981-01-19,0.11356865614652632,0.1140004525878572,0.11356865614652632,0.11356865614652634,41574400,0.0,0.0
1981-01-20,0.11054605028847478,0.11054605028847478,0.11011425405740738,0.11011425405740738,30083200,0.0,0.0
1981-01-21,0.11227326840162277,0.11313684967686888,0.11227326840162277,0.11227326840162277,15904000,0.0,0.0
1981-01-22,0.11356865614652632,0.11443224902918807,0.11356865614652632,0.11356865614652634,35548800,0.0,0.0
1981-01-23,0.11356863922386005,0.1140004356008497,0.11313684284687042,0.11313684284687042,11222400,0.0,0.0
1981-01-26,0.11184146051276539,0.11184146051276539,0.11140966415405275,0.11140966415405273,24640000,0.0,0.0
1981-01-27,0.11140964842167406,0.11140964842167406,0.1105460673570633,0.1105460673570633,23699200,0.0,0.0
1981-01-28,0.10752353615106762,0.10752353615106762,0.1070917397737503,0.1070917397737503,28156800,0.0,0.0
1981-01-29,0.10363738031903243,0.10363738031903243,0.10320558398962021,0.10320558398962021,43904000,0.0,0.0
1981-01-30,0.09845505210925626,0.09845505210925626,0.09759145975112915,0.09759145975112915,46188800,0.0,0.0
1981-02-02,0.09240997543015793,0.09240997543015793,0.09197818487882614,0.09197818487882614,23766400,0.0,0.0
1981-02-03,0.09543251246213913,0.09586430292348154,0.09543251246213913,0.09543251246213913,19152000,0.0,0.0
1981-02-04,0.0988868847489357,0.09931866955634105,0.0988868847489357,0.0988868847489357,27865600,0.0,0.0
1981-02-05,0.0988868847489357,0.09975046589461237,0.0988868847489357,0.0988868847489357,7929600,0.0,0.0
1981-02-06,0.09931867569684982,0.09975047206181753,0.09931867569684982,0.09931867569684982,13865600,0.0,0.0
1981-02-09,0.09500071887997283,0.09500071887997283,0.09413713216781616,0.09413713216781616,16755200,0.0,0.0
1981-02-10,0.09413713216781616,0.09456892840661033,0.09413713216781616,0.09413713216781616,18345600,0.0,0.0
1981-02-11,0.09154637858611564,0.09154637858611564,0.0911145880818367,0.0911145880818367,13843200,0.0,0.0
1981-02-12,0.09068280768955322,0.09068280768955322,0.09025023877620697,0.09025023877620697,14560000,0.0,0.0
1981-02-13,0.0889548484859675,0.0889548484859675,0.08809126168489456,0.08809126168489456,11155200,0.0,0.0
1981-02-17,0.09025023877620697,0.09068280768955322,0.09025023877620697,0.09025023877620697,12275200,0.0,0.0
1981-02-18,0.09413713216781616,0.09500071887997283,0.09413713216781616,0.09413713216781616,19241600,0.0,0.0
1981-02-19,0.08895488635277377,0.08895488635277377,0.08852308988571167,0.08852308988571167,22310400,0.0,0.0
1981-02-20,0.08420511117050529,0.08420511117050529,0.08377331495285034,0.08377331495285034,24371200,0.0,0.0
1981-02-23,0.08506869524717331,0.08550049148093,0.08506869524717331,0.08506869524717331,14112000,0.0,0.0
1981-02-24,0.08290976804758243,0.08290976804758243,0.08204618096351624,0.08204618096351624,16979200,0.0,0.0
1981-02-25,0.08722766488790512,0.08765945535624413,0.08722766488790512,0.08722766488790512,19488000,0.0,0.0
1981-02-26,0.08852308988571167,0.08895488635277377,0.08852308988571167,0.08852308988571167,10841600,0.0,0.0
1981-02-27,0.09154637157917023,0.09240995828706136,0.09154637157917023,0.09154637157917023,14761600,0.0,0.0
1981-03-02,0.09197818487882614,0.09240997543015793,0.09197818487882614,0.09197818487882614,11760000,0.0,0.0
1981-03-03,0.09111462337320339,0.09111462337320339,0.09068282693624496,0.09068282693624496,16172800,0.0,0.0
1981-03-04,0.09025026086559854,0.09025026086559854,0.08981847018003464,0.08981847018003464,13708800,0.0,0.0
1981-03-05,0.08981845324998702,0.08981845324998702,0.08938665688037872,0.08938665688037872,5376000,0.0,0.0
1981-03-06,0.08938667705440116,0.08938667705440116,0.08852308988571167,0.08852308988571167,11603200,0.0,0.0
1981-03-09,0.08204615820339493,0.08204615820339493,0.08161436766386032,0.08161436766386032,15321600,0.0,0.0
1981-03-10,0.07815924246286367,0.07815924246286367,0.07772745192050934,0.07772745192050934,28380800,0.0,0.0
1981-03-11,0.07556849483231784,0.07556849483231784,0.07470490783452988,0.07470490783452988,29859200,0.0,0.0
1981-03-12,0.07772745192050934,0.07815924246286367,0.07772745192050934,0.07772745192050934,59248000,0.0,0.0
1981-03-13,0.07729563062512684,0.07729563062512684,0.0768638402223587,0.0768638402223587,231302400,0.0,0.0
1981-03-16,0.07988717406988144,0.08075076069920886,0.07988717406988144,0.07988717406988144,37228800,0.0,0.0
1981-03-17,0.08377331495285034,0.08463690162272887,0.08377331495285034,0.08377331495285034,43747200,0.0,0.0
1981-03-18,0.0889548659324646,0.08981845290291071,0.0889548659324646,0.0889548659324646,36937600,0.0,0.0
1981-03-19,0.0885230522027149,0.0885230522027149,0.08809126168489456,0.08809126168489456,37811200,0.0,0.0
1981-03-20,0.0889548659324646,0.08981845290291071,0.0889548659324646,0.0889548659324646,14604800,0.0,0.0
1981-03-23,0.09241000562906265,0.0932735927793728,0.09241000562906265,0.09241000562906265,22019200,0.0,0.0
1981-03-24,0.09240997543015793,0.09240997543015793,0.09197818487882614,0.09197818487882614,28156800,0.0,0.0
1981-03-25,0.09111460403486639,0.09111460403486639,0.09025023877620697,0.09025023877620697,7056000,0.0,0.0
1981-03-26,0.08895488635277377,0.08895488635277377,0.08852308988571167,0.08852308988571167,12275200,0.0,0.0
1981-03-27,0.08593230658954686,0.08593230658954686,0.08550051599740982,0.08550051599740982,12252800,0.0,0.0
1981-03-30,0.08550051599740982,0.08636410294711715,0.08550051599740982,0.08550051599740982,9900800,0.0,0.0
1981-03-31,0.08550049852304957,0.08550049852304957,0.08463691174983978,0.08463691174983978,15993600,0.0,0.0
1981-04-01,0.08420511117050529,0.08420511117050529,0.08377331495285034,0.08377331495285034,34070400,0.0,0.0
1981-04-02,0.0911145880818367,0.09154637858611564,0.0911145880818367,0.0911145880818367,31404800,0.0,0.0
1981-04-03,0.09154637157917023,0.09197816781583161,0.09154637157917023,0.09154637157917023,16486400,0.0,0.0
1981-04-06,0.09025026086559854,0.09025026086559854,0.08981847018003464,0.08981847018003464,22803200,0.0,0.0
1981-04-07,0.08938665653497097,0.08938665653497097,0.0889548659324646,0.0889548659324646,10684800,0.0,0.0
1981-04-08,0.09327355027198792,0.09413713702873726,0.09327355027198792,0.09327355027198792,21952000,0.0,0.0
1981-04-09,0.095000721514225,0.09543251776499234,0.095000721514225,0.095000721514225,12499200,0.0,0.0
1981-04-10,0.09629610925912857,0.09672789976579904,0.09629610925912857,0.09629610925912857,33465600,0.0,0.0
1981-04-13,0.09629610925912857,0.09672789976579904,0.09629610925912857,0.09629610925912857,16060800,0.0,0.0
1981-04-14,0.09629610925912857,0.09672789976579904,0.09629610925912857,0.09629610925912857,6652800,0.0,0.0
1981-04-15,0.09197816781583161,0.09197816781583161,0.09154637157917023,0.09154637157917023,34048000,0.0,0.0
1981-04-16,0.08679589594793838,0.08679589594793838,0.08636410534381866,0.08636410534381866,23878400,0.0,0.0
